PID_79,HHID_79,core_sample,sample_wgts,month_born,year_born,live_with_mom_at_14,live_with_dad_at_14,single_mom_at_14,usborn,male,hispanic,black,AFQT_Adj,ROTTER,ROSENBERG,HGC_Age28,HGC_Age24,HGC_FATH79r,HGC_MOTH79r,real_earnings_1982,real_earnings_1983,real_earnings_1984,real_earnings_1985,real_earnings_1986,real_earnings_1987,real_earnings_1988,real_earnings_1989,real_earnings_1990,real_earnings_1991,real_earnings_1992,real_earnings_1993,real_earnings_1995,real_earnings_1997,real_earnings_1999,real_earnings_2001,real_earnings_2003,real_earnings_2005,real_earnings_2007,real_earnings_2009,real_earnings_2011,weeks_worked_1982,weeks_worked_1983,weeks_worked_1984,weeks_worked_1985,weeks_worked_1986,weeks_worked_1987,weeks_worked_1988,weeks_worked_1989,weeks_worked_1990,weeks_worked_1991,weeks_worked_1992,weeks_worked_1993,weeks_worked_1995,weeks_worked_1997,weeks_worked_1999,weeks_worked_2001,weeks_worked_2003,weeks_worked_2005,weeks_worked_2007,weeks_worked_2009,weeks_worked_2011,NORTH_EAST_79,NORTH_CENTRAL_79,SOUTH_79,WEST_79
2414,2413,1,472905.38,7,62,1,1,0,1,0,0,0,20.903999,13,578,13,13,12,13,,,,2026.5427,0,0,13271.371,,45046,28817.973,0,0,0,,,,0,0,,,,,,,14,0,0,50,,52,50,0,0,0,,,,0,0,,,,0,0,0,1
2415,2415,1,564769,10,61,1,0,1,1,1,0,0,87.508003,6,526,14,14,15,12,,,38276.277,60796.281,75603.359,55473.754,50217.395,49238.453,63398.07,86004.039,61235.969,55810.266,51509.293,54577.855,58898.68,79800.367,67549.953,61408.5,69410.422,69115.391,72304.68,,,52,52,52,52,52,49,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
2416,2416,1,577618.63,1,57,1,0,1,1,0,0,0,23.714001,6,412,12,12,12,12,1703.7743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1
2417,2416,1,653075,1,57,1,0,1,1,1,0,0,23.087999,10,362,13,13,12,12,16947.357,28461.125,55615.824,54311.348,57100.43,55089.852,56219.004,56272.516,41709.258,43226.961,37301.098,15090.381,35770.34,40758.129,43192.363,49250.367,47403.477,47452.023,52583.652,52446.383,,24,29,52,52,52,52,52,52,45,52,50,17,52,52,52,52,52,52,52,52,,0,0,0,1
2418,2416,1,531975.25,12,59,1,1,0,1,0,0,0,34.796001,9,507,12,12,12,12,18077.182,21893.172,9391.7285,17225.613,25864.307,23034.084,33178.426,29894.773,32533.221,32019.971,32638.461,30180.762,30047.086,32606.504,34351.02,29550.221,31997.348,39078.137,42399.25,42688.918,43623.027,41,46,27,38,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
2419,2419,1,395438,11,62,1,1,0,1,1,0,0,24.569,7,,10,10,8,13,,,,15973.21,23874.744,23034.084,24883.82,32532.549,40040.887,28817.973,35746.887,46478.371,50078.477,0,63920.773,60947.328,59254.348,61408.5,57842.02,56918.555,54286.434,,,,52,52,47,52,52,52,36,52,52,52,52,52,52,52,47,0,0,0,0,1,0,0
2420,2419,1,586151.5,7,64,1,1,0,1,0,0,0,32.848999,12,483,10,10,8,13,,,,,,0,0,0,0,0,0,0,,0,0,0,0,8373.8867,10516.73,10164.027,15510.409,,,,,,0,0,0,0,0,0,0,52,0,0,0,0,3,37,48,52,0,1,0,0
2421,2421,1,540950,3,59,1,1,0,1,1,0,0,37.456001,11,554,12,12,,,37962.082,31964.031,29381.943,37693.695,37801.68,36470.633,33178.426,35170.324,30030.666,32820.469,37301.098,39234.988,42924.41,39399.527,41883.504,38169.035,34249.012,39078.137,38911.902,35574.098,33929.02,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2422,2422,1,395438,10,62,0,1,0,1,1,0,0,69.107002,12,482,13,12,12,,,,,0,0,9597.5352,27648.689,31653.291,36704.148,36822.965,43517.945,49043.738,47658.973,80157.656,49736.664,61316.707,50366.195,68107.609,1051.6731,0,6785.8042,,,,0,0,21,52,52,52,52,52,52,52,52,52,52,41,52,14,0,45,0,1,0,0
2423,2423,1,540623,10,58,1,1,0,1,1,0,0,40.134998,16,471,12,12,9,12,14687.71,4496.8579,9553.3291,6681.5112,5968.686,13820.451,20104.283,21102.193,21263.379,12812.791,17601.455,20891.123,32908.715,10141.981,22905.043,0,0,0,0,0,0,32,14,34,41,39,43,52,52,52,45,42,42,52,30,48,0,0,0,0,0,0,0,1,0,0
2424,2423,1,504387.09,2,63,1,1,0,1,0,0,0,76.175003,9,450,12,12,9,12,,,,14185.799,15916.496,15356.057,18432.459,16705.902,,16009.985,12433.699,12826.823,20031.391,17661.857,17015.174,14775.11,21331.564,26796.436,,32524.889,31020.818,,,,47,42,49,45,47,,52,33,46,52,52,52,52,52,52,52,52,52,0,1,0,0
2425,2425,1,450539,3,60,1,1,0,1,1,0,0,7.6269999,10,480,,12,4,12,13557.886,0,,,,,0,,33367.406,40024.965,0,0,0,57061.383,52354.383,0,37922.781,39078.137,24188.48,15246.041,24235.016,52,52,,,,,52,,43,36,46,44,52,52,52,52,47,52,52,36,52,0,1,0,0
2426,2425,1,504387.09,1,63,1,1,0,1,0,0,0,32.945999,7,514,13,13,4,12,,,,8511.4795,198.95621,0,0,0,0,0,0,754.51904,0,0,7198.7275,12312.592,9480.6953,9155.4492,1262.0077,0,0,,,,31,6,8,0,0,0,0,0,24,0,0,48,0,0,49,9,0,0,0,1,0,0
2427,2425,1,450765,12,63,1,1,0,1,1,0,0,47.464001,12,445,12,,4,12,,,,,,,,43962.902,50051.109,0,0,0,85848.82,67930.219,65442.977,92344.438,41478.043,83738.867,52583.652,6098.4165,24235.016,,,,,,,52,52,31,38,48,52,52,52,52,46,52,52,52,19,49,0,1,0,0
2428,2428,1,443239,7,60,1,1,0,1,1,0,0,96.956001,8,447,20,18,18,16,,16200.948,16789.682,18036.23,19895.621,19195.07,81102.82,79133.227,75076.664,,,,,,,,,,,,,,52,52,52,52,52,52,52,52,,,,,,,,,,,,,0,1,0,0
2429,2428,1,389031,9,62,1,1,0,1,1,0,0,90.785004,8,556,,,20,16,,,,,,,,,,,52843.223,67906.711,,,,,,,,,,,,,,,,,,,,52,52,,,,,,,,,,0,1,0,0
2430,2430,1,117072,3,58,1,1,0,1,0,0,0,2.5150001,5,,10,10,10,9,16226.53,17613.057,13536.682,20820.701,51728.613,32631.619,33178.426,40445.871,10844.407,0,0,37725.953,35770.34,38040.922,36648.066,36937.773,0,0,0,0,0,52,52,33,52,52,52,52,52,16,0,0,37,52,52,33,13,0,0,0,0,0,0,1,0,0
2431,2431,1,532184,8,59,1,1,0,1,1,0,0,42.202,9,,12,12,16,15,6778.9429,4597.5664,,77008.625,,,22118.951,,,,,,,0,,,,,,,,26,38,,52,,,23,,52,52,48,,52,52,,,52,,,,,0,1,0,0
2432,2431,1,389031,4,62,1,1,0,1,1,0,0,75.425003,7,569,16,16,16,15,,,0,6079.6284,75603.359,19195.07,0,70340.648,83418.516,64039.941,71493.773,30180.762,50078.477,,,,,,,,,,,46,52,52,52,52,52,52,52,52,52,52,,,,,,,,,0,1,0,0
2433,2431,1,473829.59,8,63,1,1,0,1,0,0,0,78.542999,9,421,14,14,16,15,,,,,23874.744,5758.521,1843.246,12309.613,16683.703,2881.7974,,10563.267,14827.521,16303.252,16360.744,8434.125,4740.3477,17864.291,21033.461,24393.666,28112.617,,,,,52,15,7,29,28,14,51,51,52,52,52,52,52,48,52,52,52,0,1,0,0
2434,2434,1,554451.81,5,58,1,1,0,1,0,0,0,62.347,10,488,12,12,12,12,723.08728,4378.6348,2837.4563,5471.6655,0,0,0,3517.0322,8341.8516,8004.9927,10879.486,16599.418,30047.086,23096.273,31412.629,39400.293,34130.504,22330.363,35756.883,,,12,36,11,19,0,0,25,23,49,52,49,52,52,52,52,52,52,52,52,,,0,1,0,0
2435,2435,1,479419.91,12,62,1,1,0,1,0,0,0,89.248001,10,573,12,12,12,12,,,,32647.604,35812.117,21114.578,12902.722,25498.484,26693.926,25615.977,31084.248,27309.063,32908.715,33965.109,34030.348,,41478.043,39078.137,49428.637,50820.137,28112.617,,,,52,52,49,30,52,52,52,52,52,52,52,52,,52,52,52,52,52,0,1,0,0
2436,2436,1,539302.94,6,59,1,0,0,1,0,0,0,44.875,7,551,12,12,16,12,27115.771,30650.441,27283.234,26345.057,29843.43,24953.592,27648.689,26377.742,25025.555,20812.98,24867.398,21126.533,25754.646,23096.273,34030.348,36937.773,71105.219,87088.414,85185.523,71148.195,72705.047,52,52,52,52,52,52,52,52,52,52,52,52,52,1,52,35,52,47,52,52,52,0,1,0,0
2437,2436,1,497990.09,11,60,1,0,0,1,0,0,0,79.569,7,574,14,14,16,12,,27366.467,30154.27,35464.5,51728.613,51826.691,55666.027,56272.516,58392.961,27216.975,51289.008,49798.258,91572.07,111405.55,150518.84,290577.16,154061.3,139564.77,157750.97,112820.7,135716.08,,49,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2438,2436,1,490141,11,61,1,1,0,1,1,0,0,88.511002,5,558,17,16,16,12,,,27283.234,50663.57,49739.051,46068.168,64513.609,52755.484,76745.031,96059.914,59060.07,55834.41,60094.172,67930.219,85075.867,86188.141,85326.258,100486.63,99908.945,121968.33,101787.06,,,43,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,17,52,0,1,0,0
2439,2436,1,390445,11,62,1,1,0,1,1,0,0,68.273003,10,482,12,12,16,12,,,,27358.326,29843.43,30328.211,31335.182,35170.324,27861.785,28337.674,26421.611,36216.914,48647.664,48909.758,44501.223,44325.332,53328.914,35728.582,35756.883,38623.305,40714.824,,,,45,52,50,52,52,52,52,52,52,52,52,52,52,52,52,52,39,52,0,1,0,0
2440,2436,1,445073,11,63,1,1,0,1,1,0,0,58.833,10,435,12,12,16,12,,,,,22482.051,22074.33,27648.689,22860.709,23357.184,26416.477,25955.348,27162.686,27900.865,27851.389,39265.785,39400.293,,,,,,,,,,52,50,47,52,52,52,52,52,52,52,48,52,,,,,,0,1,0,0
2441,2441,1,476366.19,5,63,0,1,0,1,0,0,0,42.222,9,412,12,12,12,,,,,0,0,0,,0,0,0,1554.2124,0,0,679.30219,52354.383,19700.146,23701.738,27914.07,0,0,0,,,,2,0,0,13,0,0,0,3,3,0,24,52,21,16,51,0,0,0,0,1,0,0
2442,2441,1,530345.81,8,58,1,0,1,1,0,0,0,45.630001,6,612,16,16,7,13,30487.166,31508.654,33369.492,30398.141,27853.869,38390.141,38708.164,61548.066,51719.48,60837.945,61779.941,67152.195,68679.055,72006.031,85075.867,82494.367,85326.258,88204.938,95702.25,92492.648,90735.898,52,52,52,44,45,50,52,52,52,52,52,46,52,52,0,52,52,52,52,52,52,0,1,0,0
2443,2443,1,468831,12,61,1,1,0,1,1,0,0,56.491001,10,444,12,12,11,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,17237.629,31997.348,40194.656,23136.809,19311.652,23265.613,,,0,0,0,0,0,0,0,0,0,0,0,0,0,30,52,52,35,52,52,0,1,0,0
2444,2443,1,553587.44,7,64,1,1,0,1,0,0,0,55.573002,8,437,16,13,8,11,,,,,,,29491.936,42204.387,44211.813,45628.457,44295.055,58097.965,78694.75,77440.445,71987.273,84956.883,80585.914,55825.91,73617.117,50820.137,68827.445,,,,,,,52,52,52,52,52,52,52,52,52,52,52,49,52,39,52,0,1,0,0
2445,2445,1,510589,4,58,1,1,0,1,1,0,0,56.488998,8,349,12,12,12,12,30505.244,34153.348,23085.813,50258.262,45560.973,57585.211,58983.871,70340.648,,,,,,,,,,,,,,52,52,30,52,52,52,52,52,,,,,,,,,,,,,,0,1,0,0
2446,2446,1,510897,3,59,1,1,0,1,1,0,0,3.1059999,12,387,11,11,12,8,8134.7314,13135.903,20987.104,22291.971,25864.307,19195.07,,0,0,0,0,,,,,,,,,,0,22,31,52,52,52,44,49,37,52,52,52,,,,,,,,,,0,0,1,0,0
2447,2446,1,530345.81,11,58,1,1,0,1,0,0,0,48.144001,11,505,12,12,12,12,0,0,0,0,10843.113,11133.141,8198.7578,15650.794,13346.963,17364.43,17494.215,16599.418,31334.818,43067.758,48427.805,36937.773,41147.402,42170.891,43118.598,41672.512,39745.426,0,0,0,0,46,50,52,48,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2448,2448,1,476339.47,12,60,1,1,0,1,0,0,0,66.195,8,422,9,9,8,12,,17306.553,0,0,0,1727.5564,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,51,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2449,2449,1,510589,4,58,1,1,0,1,1,0,0,15.845,8,417,12,12,,12,9038.5908,28461.125,13379.278,34451.227,29843.43,36470.633,33178.426,8792.5811,,,0,22635.57,12877.323,0,3926.5786,8003.1846,10665.782,13063.263,1051.6731,0,0,22,52,34,52,52,52,33,7,,,52,52,52,0,0,52,46,36,3,0,0,0,1,0,0
2450,2449,1,515855.09,7,59,1,1,0,1,0,0,0,39.398998,8,506,12,12,8,12,2338.7354,7662.6104,5748.3677,8355.4355,7958.248,17275.563,18948.568,14068.129,14014.311,4162.5962,7771.062,452.71143,15738.95,14129.485,19632.893,12312.592,16413.455,16468.643,15775.097,17278.848,15891.384,14,24,18,40,44,52,52,43,34,15,8,17,52,52,50,33,0,52,52,46,52,0,1,0,0
2451,2451,1,510897,8,59,1,0,1,1,1,0,0,57.518002,9,516,12,12,12,12,42707.34,44443.141,45548.309,52690.113,57697.301,51826.691,58062.25,40797.574,43377.629,37303.266,38855.309,40593.125,42924.41,40758.129,41883.504,24625.184,22801.072,25791.57,26239.244,20328.055,31020.818,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,32,52,52,52,42,52,0,1,0,0
2452,2451,1,476339.47,7,60,1,0,0,1,0,0,0,41.091,8,534,12,12,12,10,,19710.424,19937.748,20265.428,21885.182,26873.098,27648.689,23915.82,24525.043,22093.779,21758.973,22635.57,21462.205,24454.879,26177.191,38169.035,31997.348,33495.547,31550.193,36590.5,29082.018,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,49,0,1,0,0
2453,2453,1,553587.44,4,64,1,1,0,1,0,0,0,82.253998,7,510,,12,13,12,,,,,30838.211,34551.125,,,,,,,,,,,,,,,,,,,,52,52,,,,,,,,,,,,,,,,0,1,0,0
2454,2454,1,553587.44,6,64,1,1,0,1,0,0,0,37.210999,11,390,12,12,9,12,,,,,,34551.125,18432.459,31653.291,21688.814,25615.977,27975.822,29426.242,32908.715,28530.691,32721.488,28318.961,15406.131,31262.51,39963.578,20328.055,24235.016,,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,52,0,1,0,0
2455,2455,1,542136,9,57,1,1,0,1,1,0,0,35.708,6,529,12,12,12,12,18077.182,0,0,0,0,0,22118.951,5275.5483,48382.738,22734.18,0,40744.027,21462.205,29889.297,26177.191,,,,,,,52,52,52,52,52,52,52,47,52,52,52,52,52,52,52,,,,,,,0,1,0,0
2456,2455,1,468831,9,61,1,1,0,1,1,0,0,28.403999,10,421,11,11,12,12,,,0,0,13926.935,0,11059.476,0,0,7684.793,0,7243.3828,17169.764,8151.626,9162.0166,,,,,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,,,,,,,0,1,0,0
2457,2457,1,476339.47,11,60,0,1,0,1,0,0,0,5.0549998,11,381,10,10,9,10,,24958.217,25184.523,12159.257,1193.7372,13476.859,,,,,,,,,,,,,,,,,52,52,25,29,38,,,,,,,,,,,,,,,,0,1,0,0
2458,2458,1,530345.81,5,58,1,1,0,1,0,0,0,27.174999,7,605,12,12,20,12,18077.182,8757.2695,8499.7764,1013.2714,3382.2554,3839.0142,14745.968,,0,0,9325.2744,12072.305,16454.357,24454.879,21596.182,28318.961,16591.217,,,508.20139,,23,47,43,30,48,52,42,,47,52,52,52,52,52,52,52,44,,,52,,0,1,0,0
2459,2459,1,92105,2,61,1,1,0,1,0,0,0,26.827999,13,359,12,12,8,12,,3253.3254,0,0,0,15356.057,9216.2295,684.06274,0,0,2115.283,14888.17,15738.95,14944.648,0,0,5925.4346,5091.3228,0,3455.7693,290.82019,,12,0,0,0,45,9,28,14,0,9,52,48,52,0,0,52,52,0,51,2,0,1,0,0
2460,2459,1,514685.53,3,59,1,1,0,1,1,0,0,38.338001,9,557,12,12,6,12,2259.6477,8039.1729,18223.102,15272.026,636.65985,0,11981.099,12309.613,16683.703,17334.012,16785.494,18108.457,24323.832,43475.34,30103.77,24625.184,9480.6953,12142.135,8413.3848,0,0,45,25,52,45,0,34,52,52,52,52,52,52,52,52,52,49,52,52,52,32,0,0,1,0,0
2461,2461,1,458574.91,1,62,1,1,0,1,0,0,0,62.172001,9,499,17,16,12,12,,,14271.23,18238.885,19895.621,24953.592,49767.641,43962.902,46714.367,46909.258,43517.945,42253.066,71540.68,82874.867,65442.977,45556.59,59254.348,68107.609,14723.423,36997.063,38776.023,,,44,35,24,52,52,52,52,52,52,52,52,52,52,39,52,52,52,52,52,0,1,0,0
2462,2462,1,515855.09,1,59,1,1,0,1,0,0,0,32.803001,9,374,11,11,14,8,0,0,0,0,0,0,0,0,0,0,0,0,19315.984,4890.9756,17276.945,19453.895,17776.305,20566.266,12620.077,4065.6111,13377.729,0,0,0,0,0,0,0,0,0,0,0,0,0,17,52,52,52,52,32,18,52,0,1,0,0
2463,2463,1,510589,2,58,1,1,0,1,1,0,0,94.462997,7,518,15,15,12,14,0,0,41974.207,30398.141,0,23034.084,2580.5444,87925.805,50051.109,48029.957,40409.523,15090.381,17169.764,27172.088,28794.91,40631.555,35801.477,5582.5908,5258.3652,5082.0137,16479.811,43,49,42,52,52,50,52,52,48,49,52,52,43,52,52,52,52,52,31,3,30,0,1,0,0
2464,2463,1,425510,4,60,1,1,0,1,1,0,0,84.734001,8,457,13,13,13,15,0,19703.855,31480.654,12159.257,26859.088,57585.211,15667.591,,33367.406,,0,0,14308.137,221667.17,0,0,10.665783,312419.66,0,,,0,43,52,52,52,52,52,,52,52,52,52,52,52,52,52,52,52,52,52,,0,1,0,0
2465,2463,1,425723,1,63,1,1,0,1,1,0,0,95.559998,8,,19,17,12,15,,,,4053.0854,994.78101,7678.0283,25805.443,31653.291,51719.48,55234.449,55951.645,58852.484,61524.988,32606.504,26177.191,80031.844,29627.174,0,47325.289,66066.18,38776.023,,,,47,27,52,49,47,52,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0
2466,2466,1,373470,3,62,1,1,0,1,1,0,0,19.489,14,488,10,10,12,12,,,33159.621,30398.141,31832.992,17275.563,0,0,0,24014.979,27975.822,37725.953,42924.41,24454.879,26177.191,24625.184,35552.609,24563.4,29446.846,25410.068,24235.016,,,52,52,52,30,0,16,29,23,52,52,52,26,52,34,52,47,52,52,52,0,1,0,0
2467,2466,1,425723,3,63,1,1,0,1,1,0,0,58.710999,9,554,16,15,12,12,,,,14185.799,,49907.184,58983.871,,51719.48,,,,,,130885.95,,,,,,,,,,34,,52,52,,52,,,,,,52,,,,,,,0,1,0,0
2468,2468,1,373470,11,62,1,1,0,1,1,0,0,90.936996,6,435,16,16,16,14,,,,18238.885,43770.363,72941.266,169833,161783.48,125127.77,6588248,243015.09,128268.23,200916.28,221667.17,259311.25,290577.16,315153.72,0,5258.3652,5082.0137,333309,,,,37,50,52,52,51,52,52,52,52,52,52,52,52,52,52,52,18,52,0,1,0,0
2469,2469,1,100945,12,60,0,1,0,1,0,0,0,34.414001,10,374,13,12,10,,,27180.373,,,,,18432.459,21102.193,,24014.979,0,27162.686,42924.41,44833.945,6544.2979,40631.555,61624.523,,67307.078,66066.18,,,52,,,,,52,52,,52,33,35,52,52,52,52,52,,52,52,,0,1,0,0
2470,2470,1,373470,8,62,1,0,1,1,1,0,0,67.455002,7,505,12,12,10,13,,,,46610.484,49739.051,80619.297,86632.563,87925.805,83251.68,67241.938,71493.773,67906.711,51509.293,0,0,12312.592,48588.566,51918.094,0,52852.945,73674.445,,,,50,52,52,52,52,52,52,52,52,25,52,52,52,52,52,52,52,52,0,1,0,0
2471,2470,1,553587.44,11,64,1,0,1,1,0,0,0,38.305,9,443,12,12,9,12,,,,,,24953.592,25036.811,23739.967,23063.551,22413.979,21103.096,21315.162,23608.426,22416.973,23559.473,30476.127,30219.717,22330.363,0,0,0,,,,,,51,52,52,52,50,39,52,51,52,52,52,52,0,0,0,0,0,1,0,0
2472,2472,1,510589,12,58,1,1,0,1,1,0,0,,8,,13,13,12,12,47452.602,48164.98,52467.758,48637.027,55707.738,69102.25,70043.344,70340.648,56724.59,72044.938,74602.195,72433.828,71540.68,,77222.711,,75845.563,72573.68,,,53317.031,52,52,52,52,52,52,52,52,52,52,52,52,52,,52,,52,52,,,52,0,1,0,0
2473,2473,1,553587.44,6,64,1,1,0,1,0,0,0,97.301003,7,498,12,12,12,12,,,,,,38390.141,44237.902,42204.387,49850.906,46412.949,26110.768,24899.129,32908.715,36342.668,41883.504,44325.332,45033.305,46893.762,46273.617,44213.52,47500.629,,,,,,52,52,52,52,50,50,52,52,52,52,52,52,52,52,46,52,0,1,0,0
2474,2474,1,530345.81,7,58,1,1,0,1,0,0,0,84.253998,4,612,14,14,12,10,44063.129,45975.664,46171.625,45799.867,51728.613,51826.691,55297.379,65065.098,66734.813,72044.938,65276.922,63379.598,68679.055,54344.176,,7018.1772,7110.522,11806.063,68358.75,47770.93,0,52,52,52,49,52,52,44,50,52,52,52,52,52,52,,22,12,40,52,32,0,0,1,0,0
2475,2474,1,373470,10,62,1,1,0,1,1,0,0,74.783997,9,605,12,12,12,10,,,,19860.119,27853.869,28792.605,27648.689,43962.902,46714.367,48029.957,49734.797,52816.332,50078.477,54344.176,56280.961,61562.957,49773.652,62525.02,62048.711,58951.359,51378.23,,,,40,52,52,52,52,52,52,52,52,52,47,52,52,52,52,51,52,52,0,1,0,0
2476,2474,1,450548,4,64,1,1,0,1,1,0,0,8.4300003,10,366,11,11,12,10,,,,,8356.1602,19099.096,20371.555,21981.451,22523,25615.977,18650.549,18108.457,18600.578,4755.1152,28794.91,36888.523,,,,,,,,,,17,33,52,52,52,48,34,30,52,20,52,52,,,,,,0,1,0,0
2477,2477,1,450548,8,64,1,0,1,1,1,0,0,75.661003,14,502,15,15,19,18,,,,,,21114.578,34100.051,40445.871,33367.406,32019.971,38078.203,45271.141,35770.34,38040.922,41883.504,39400.293,37922.781,36845.102,42066.922,,,,,,,,45,52,49,52,49,52,52,52,52,52,52,52,52,52,,,0,1,0,0
2478,2478,1,476339.47,4,60,1,1,0,1,0,0,0,37.129002,6,468,12,12,12,11,15139.64,7881.542,0,1793.4904,2268.1008,2188.238,0,0,8341.8516,13608.487,20204.762,22635.57,27185.459,10868.835,15706.314,22162.666,21331.564,22750.174,23136.809,23020.506,25438.041,30,25,0,47,52,52,15,0,45,52,52,52,52,44,52,52,52,52,52,52,52,0,1,0,0
2479,2478,1,373470,1,62,1,1,0,1,1,0,0,69.480003,8,358,12,12,11,10,,,30804.869,20265.428,3979.124,17275.563,23962.197,29894.773,25025.555,25615.977,15542.124,25653.646,25754.646,31247.9,39265.785,36937.773,11850.869,27912.955,31550.193,24393.666,27143.217,,,37,41,7,43,52,52,52,52,42,52,52,52,52,52,52,0,52,52,52,0,1,0,0
2480,2478,1,553587.44,3,64,1,1,0,1,0,0,0,75.989998,7,395,12,12,12,11,,,,,0,9597.5352,43500.605,22860.709,13346.963,38423.965,13987.911,13581.343,47216.852,47551.152,54972.102,61562.957,49773.652,0,0,24393.666,0,,,,,0,42,52,3,17,52,21,15,52,52,52,52,52,0,0,0,0,0,1,0,0
2481,2481,1,514685.53,7,59,0,0,0,1,1,0,0,20.238001,8,518,8,8,,9,13535.289,21696.135,14690.972,40530.855,47749.488,51826.691,30413.559,26377.742,25025.555,14408.986,13987.911,18108.457,14308.137,43475.34,28794.91,34475.258,34367.523,30145.99,12620.077,15246.041,14513.865,44,47,52,52,52,52,52,52,48,33,35,49,51,52,52,52,52,52,26,0,52,0,1,0,0
2482,2481,1,100945,10,60,0,1,0,1,0,0,0,25.665001,13,413,8,8,11,11,,6567.9517,10493.552,2026.5427,1193.7372,7678.0283,5529.7378,0,216.88814,8805.4922,16163.809,15693.996,10301.858,16303.252,17015.174,17483.881,16591.217,20097.328,23470.188,26426.473,22296.213,,41,52,14,16,22,36,1,18,47,52,52,28,52,52,52,52,52,52,47,52,0,1,0,0
2483,2483,1,630130.19,3,57,1,1,0,1,0,0,0,21.622,10,417,12,12,11,10,9038.5908,15325.221,12716.086,12209.92,10345.723,12092.895,11059.476,15826.646,20020.443,19211.982,22536.08,23993.705,10015.695,29889.297,41883.504,35706.516,33182.434,32379.027,31550.193,34557.695,29082.018,26,52,52,52,52,52,49,52,52,52,52,52,41,52,52,52,52,52,52,47,52,0,1,0,0
2484,2484,1,513582.44,7,63,1,1,0,1,0,0,0,61.373001,8,366,12,12,8,11,,,,,15916.496,0,5529.7378,0,1668.3704,0,3108.4248,0,0,0,0,0,0,0,0,0,0,,,,,52,2,11,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2485,2484,1,596836.31,7,64,1,1,0,1,0,0,0,25.739,11,366,11,11,8,11,,,,,,0,0,11430.354,10010.222,11206.989,7771.062,9054.2285,18028.252,19020.461,20941.752,19700.146,22801.072,20097.328,23136.809,24393.666,,,,,,,0,0,25,52,52,42,47,21,52,52,52,52,30,52,52,,0,1,0,0
2486,2486,1,594991,2,61,1,0,1,1,1,0,0,28.136,13,463,12,12,,9,,367.8053,348.38589,60.796284,198.95621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45,52,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2487,2486,1,473968,7,62,1,0,1,1,1,0,0,22.216,13,435,12,12,,9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2488,2488,1,603874.44,6,57,1,1,0,1,0,0,0,16.414,7,435,11,11,12,8,0,0,0,0,0,0,0,0,0,0,,,,17661.857,18324.033,30165.85,30575.244,31262.51,33653.539,28459.277,23265.613,0,0,43,52,12,35,52,52,52,52,44,34,52,52,52,52,52,52,52,52,50,0,1,0,0
2489,2489,1,648377,2,59,1,1,0,1,1,0,0,57.849998,7,548,13,13,12,12,0,1313.5903,8184.9702,10132.714,13926.935,13436.549,21197.328,26377.742,26693.926,27216.975,27975.822,27162.686,28616.273,23096.273,41883.504,33243.996,35552.609,33495.547,33653.539,34557.695,31990.219,0,27,40,48,50,52,51,52,47,52,52,52,52,52,52,45,52,52,52,41,52,0,1,0,0
2490,2489,1,540012,3,60,1,1,0,1,1,0,0,52.355999,8,595,16,16,12,12,0,1641.9879,10493.552,26953.02,33822.555,35894.781,38708.164,42204.387,41709.258,38423.965,46626.371,48289.219,48647.664,47551.152,0,0,0,0,0,0,0,26,14,40,52,41,52,52,52,52,52,52,52,52,52,0,0,0,0,0,0,0,0,1,0,0
2491,2489,1,473968,10,62,1,1,0,1,1,0,0,64.709,6,,16,15,12,12,,,,405.30856,2984.343,0,0,0,13346.963,43226.961,71493.773,45271.141,50078.477,54344.176,49736.664,30781.479,49773.652,50243.316,49954.473,50820.137,51378.23,,,,22,31,0,0,0,15,52,52,30,49,52,48,45,52,52,52,46,52,0,1,0,0
